---- AnyBody Output File ---------------------------------
Study: Main.Studies.KinematicStudy
Operation: Main.Studies.KinematicStudy.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.UpdData = 3
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.FileName = "..\..\bergmann_validation\Tmp\H2R_150811_2_100_labelled_cropped-euler-rightlegtd.txt"
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.NumberFormat.Digits = 15
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.NumberFormat.Width = 23
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.NumberFormat.FormatStr = "%23.15e"
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.Values = 
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.Search = 
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.Format = 0
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.SepSign = " "
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.SepSpaceAutoOnOff = On
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.LineSepSign = ""
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.Header.ConstSectionSaveOptionsOnOff = On
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.Header.VarSectionOnOff = On
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.Header.LinePrefix = ""
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.Header.ShortenNamesOnOff = Off
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.Header.ColumnIDString = "col"
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.ConstSectionSaveOptionsOnOff = On
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.KinematicStudy.t
col1  Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.HipFlexion
col2  Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.HipAbduction
col3  Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.HipExternalRotation
col4  Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.KneeFlexion
col5  Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.AnklePlantarFlexion
col6  Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.SubTalarEversion
----------------------------------------------------------
Main.Studies.KinematicStudy.t Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.HipFlexion Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.HipAbduction Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.HipExternalRotation Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.KneeFlexion Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.AnklePlantarFlexion Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.SubTalarEversion
5.550000000000000e+000 5.359945074264594e-001 9.130899061113817e-002 8.397377478842676e-002 6.242384263389027e-002 -1.400540127794689e-002 -7.791493092632083e-002
5.558333333333334e+000 5.396457263104123e-001 8.941122618411956e-002 8.659494894177144e-002 6.824999541117129e-002 -1.170843070077447e-002 -7.510048567941072e-002
5.566666666666666e+000 5.435292949502618e-001 8.695833926586083e-002 8.910963463252103e-002 7.851165279479376e-002 -9.301204055000028e-003 -7.152290306818752e-002
5.575000000000000e+000 5.474071050553533e-001 8.402451248068776e-002 9.140778754154992e-002 9.233085734149318e-002 -6.406563299879345e-003 -6.755529083366439e-002
5.583333333333333e+000 5.510352772897601e-001 8.066009742213454e-002 9.337156007535298e-002 1.087892373844066e-001 -2.718505255559933e-003 -6.348873910167852e-002
5.591666666666667e+000 5.541790666908665e-001 7.688784346274002e-002 9.488819257651646e-002 1.269957648012376e-001 1.932913531891356e-003 -5.951727167519107e-002
5.600000000000000e+000 5.566262284822131e-001 7.270716976876490e-002 9.586010312074141e-002 1.461538867884575e-001 7.530195869104257e-003 -5.574215707747719e-002
5.608333333333333e+000 5.581952224577753e-001 6.810429085731506e-002 9.621706810121322e-002 1.656131485975467e-001 1.385042551972028e-002 -5.219117532671784e-002
5.616666666666667e+000 5.587363922236573e-001 6.306432132958362e-002 9.593392881361094e-002 1.848872691103379e-001 2.049529485308267e-002 -4.884502796664283e-002
5.625000000000000e+000 5.581288161394490e-001 5.758108520029270e-002 9.504720696347105e-002 2.036324079568621e-001 2.696185508552652e-002 -4.566544603509524e-002
5.633333333333334e+000 5.562778046430146e-001 5.166228992163702e-002 9.365849159645434e-002 2.216008847063334e-001 3.273040429493250e-002 -4.262118696524708e-002
5.641666666666667e+000 5.531160916873076e-001 4.533039604953282e-002 9.191903682011601e-002 2.385962125712706e-001 3.734643397983478e-002 -3.970510666269390e-002
5.650000000000000e+000 5.486088802022298e-001 3.862085116204939e-002 9.000005286917884e-002 2.544468122056321e-001 4.047767819709982e-002 -3.693421747767066e-002
5.658333333333333e+000 5.427602582545208e-001 3.157925424630514e-002 8.805883217750729e-002 2.689987381833712e-001 4.193514620075382e-002 -3.433004923918923e-002
5.666666666666667e+000 5.356165033869643e-001 2.425853654296861e-002 8.621108326849576e-002 2.821175585655463e-001 4.166339637668900e-002 -3.188929366014462e-002
5.675000000000000e+000 5.272628721532049e-001 1.671685986421556e-002 8.451553834701343e-002 2.936920025945516e-001 3.971545836476774e-002 -2.956636241722834e-002
5.683333333333334e+000 5.178142746260395e-001 9.016672909785584e-003 8.297183281614950e-002 3.036386325108050e-001 3.622288628981266e-002 -2.728389549690410e-002
5.691666666666666e+000 5.074007867978049e-001 1.225161498470628e-003 8.152980678989451e-002 3.119072101639109e-001 3.136510937854715e-002 -2.496492091844722e-002
5.700000000000000e+000 4.961648490765381e-001 -6.582853388148680e-003 8.010769068682680e-002 3.184906539332970e-001 2.534265738267928e-002 -2.256156687656241e-002
5.708333333333334e+000 4.842365997978261e-001 -1.432437103072393e-002 7.861038043954115e-002 3.234200633407769e-001 1.836039386834900e-002 -2.006918598354782e-002
5.716666666666667e+000 4.717349916758513e-001 -2.190712394261540e-002 7.694570252757474e-002 3.267639485141055e-001 1.061948350245030e-002 -1.752072470765288e-002
5.725000000000000e+000 4.587592668474627e-001 -2.923316211040583e-002 7.503327377090056e-002 3.286162093076600e-001 2.314696559779123e-003 -1.497404938451504e-002
5.733333333333333e+000 4.453870757064628e-001 -3.620566530280378e-002 7.280793522239865e-002 3.290835096648672e-001 -6.367839787106979e-003 -1.249555262997771e-002
5.741666666666667e+000 4.316765436633773e-001 -4.273750486436634e-002 7.022015244568530e-002 3.282751711953879e-001 -1.525442104850478e-002 -1.014471988309620e-002
5.750000000000000e+000 4.176694817439898e-001 -4.875886432026566e-002 6.723543658355388e-002 3.262969551173973e-001 -2.418851370362981e-002 -7.964702590809607e-003
5.758333333333334e+000 4.033939907010137e-001 -5.422233645943009e-002 6.383383403999798e-002 3.232481392812752e-001 -3.303482815566172e-002 -5.981011667715170e-003
5.766666666666667e+000 3.888672201793635e-001 -5.910489188168788e-002 6.000976710276339e-002 3.192215877599978e-001 -4.168210654042165e-002 -4.207749940427660e-003
